line_no,word,pos_list,sense_idx,sense_pos_chip,sense_text,source_pos,source_def_idx,source_cefr,source_cefr_origin,source_oxford_badge,declared_cefr,status,reason,match_kind
133,arrogant,adjective,1,,"behaving in a proud, unpleasant way, showing little thought for other people",adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
134,unfiltered,adjective,1,,not having had anything removed or changed,,,,,,UNCLASSIFIED,mismatch,word-not-in-source,none
135,unsettling,adjective,1,,"making you feel upset, nervous or worried",adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
136,inhabitant,noun,1,,a person or an animal that lives in a particular place,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
137,projection,noun,1,,"an estimate or a statement of what figures, amounts, or events will be in the future, or what they were in the past, based on what is happening now",noun,1,C1,per-def,C1,C1,match,,exact-norm
137,projection,noun,2,,the act of putting an image of sth onto a surface; an image that is shown in this way,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
137,projection,noun,3,,[specialist] a solid shape or object as represented on a flat surface,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
138,synapse,noun,1,,[biology] a connection between two nerve cells,noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
139,distinguish,verb,1,,to recognize the difference between two people or things,verb,1,B2,per-def,B2,B2,match,,exact-norm
139,distinguish,verb,2,,"to be a characteristic that makes two people, animals or things different",verb,2,B2,per-def,B2,B2,match,,exact-norm
140,theoretical,adjective,1,,"connected with the ideas and principles on which a particular subject is based, rather than with practice and experiment",adjective,1,C1,per-def,C1,C1,match,,exact-norm
140,theoretical,adjective,2,,"that could possibly exist, happen or be true, although this is unlikely",adjective,2,C1,per-def,C1,C1,match,,exact-norm
141,barrier,noun,1,,an object like a fence that prevents people from moving forward from one place to another,noun,1,B2,per-def,B2,B2,match,,exact-norm
141,barrier,noun,2,,a gate at a car park or railway station that controls when you may go through by being raised or lowered,noun,2,B2,oxford-badge,B2,B2,match,,exact-norm
141,barrier,noun,3,,"a problem, rule or situation that prevents sb from doing sth, or that makes sth impossible",noun,3,B2,per-def,B2,B2,match,,exact-norm
142,inherently,verb,1,,according to or because of the basic nature of sb/sth,adverb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
143,concept,noun,1,,an idea or a principle that is connected with sth abstract,noun,1,B2,per-def,B2,B2,match,,exact-norm
143,concept,noun,2,,an idea for sth new,noun,2,B2,oxford-badge,B2,B2,match,,exact-norm
144,absurdly,verb,1,,in a way that is extremely silly and not logical and sensible,adverb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
145,convenient,adjective,1,,suitable for your purposes and needs and causing the least difficulty.,,,,,B1,B1,mismatch,sense-text-not-in-source,none
146,vast,adjective,1,,"extremely large in area, size, amount, etc.",adjective,1,B2,oxford-badge,B2,B2,match,,exact-norm
147,bizarre,adjective,1,,very strange or unusual,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
148,glitch,noun,1,,[informal] a small problem or fault that stops sth working successfully,noun,1,C2,per-def,,UNCLASSIFIED,mismatch,"cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",exact-norm
148,glitch,noun,2,,[informal] a type of electronic music that uses sound recordings and electronic instruments that have been made to work incorrectly so there are deliberate glitches in the sound,noun,2,C2,per-def,,UNCLASSIFIED,mismatch,"cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",exact-norm
149,eternal,adjective,1,,without an end; existing or continuing forever,adjective,1,C1,per-def,C1,C1,match,,exact-norm
149,eternal,adjective,2,,[disapproving] happening often and seeming never to stop,adjective,2,C1,per-def,C1,C1,match,,exact-norm
149,eternal,adjective,3,,people never stop hoping,,,,,C1,C1,mismatch,sense-text-not-in-source,none
150,inception,noun,1,,"[formal] the start of an institution, an organization, etc.",noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
151,resilient,adjective|noun,1,,"able to recover quickly after sth unpleasant such as shock, injury, etc.",adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
152,carrying capacity,noun,1,,"The maximum number of people, animals, or crops that a particular area can support.",,,,,,UNCLASSIFIED,mismatch,word-not-in-source,none
153,colonize,verb,1,,"to take control of an area or a country that is not your own, especially using force, and send people from your own country to live there",verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
153,colonize,verb,2,,[biology] to live or grow in large numbers in a particular area,verb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
154,consensus,noun,1,,an opinion that all members of a group agree with,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
155,devour,verb,1,,to read or look at sth with great interest and enthusiasm,verb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
155,devour,verb,2,,[formal] to destroy sb/sth,verb,3,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
155,devour,verb,3,,to be filled with a strong emotion that seems to control you,,,,,,UNCLASSIFIED,mismatch,sense-text-not-in-source,none
156,abundant,adjective,1,,[formal] existing in large quantities; more than enough,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
157,sophisticated,adjective,1,,clever and complicated in the way that it works or is presented,adjective,1,B2,per-def,B2,B2,match,,exact-norm
158,blink of an eye,idiom,1,,extremely quickly.,,,,,,UNCLASSIFIED,mismatch,word-not-in-source,none
159,daunting,verb,1,,to make sb feel nervous and less confident about doing sth,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,fuzzy-jaccard=0.73
159,daunting,verb,2,,[formal] confident about sth difficult you have to do,,,,,,UNCLASSIFIED,mismatch,sense-text-not-in-source,none
160,hypothesis,noun,1,,an idea or explanation of sth that is based on a few known facts but that has not yet been proved to be true or correct,noun,1,B2,per-def,B2,B2,match,,exact-norm
161,existential,adjective,1,,[formal] connected with human existence,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
161,existential,adjective,2,,connected with the theory of existentialism,adjective,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
162,uninhabitable,adjective,1,,not fit to live in; impossible to live in,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
163,sterile,noun,1,,not able to produce children or young animals,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
163,sterile,noun,2,,completely clean and free from bacteria,adjective,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
163,sterile,noun,3,,not producing any useful result,adjective,3,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
164,devoid,noun,1,,completely without sth,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
165,harbor,noun,1,,To contain or keep sth/sb within.,,,,,,UNCLASSIFIED,mismatch,word-not-in-source,none
166,linger,verb,1,,to continue to exist for longer than expected,verb,1,C1,per-def,C1,C1,match,,exact-norm
166,linger,verb,2,,to stay somewhere for longer because you do not want to leave; to spend a long time doing sth,verb,2,C1,per-def,C1,C1,match,,exact-norm
166,linger,verb,3,,to continue to look at sb/sth or think about sth for longer than usual,verb,3,C1,oxford-badge,C1,C1,match,,exact-norm
167,introspection,noun,1,,"the careful examination of your own thoughts, feelings and reasons for behaving in a particular way",noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
168,audition,noun,1,,"a short performance given by an actor, a singer, etc., so that sb can decide whether they are suitable to act in a play, sing in a concert, etc.",noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
169,detach,verb,1,,to remove sth from sth larger; to become separated from sth,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
169,detach,verb,2,,[formal] to leave or separate yourself from sb/sth,verb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
169,detach,verb,3,,"[specialist] to send a group of soldiers, etc. away from the main group, especially to do special duties",verb,3,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
170,authenticity,noun,1,,the quality of being true or what sb claims it is,noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
171,manipulate,verb,1,,"[disapproving] to control or influence sb/sth, often in a dishonest way so that they do not realize it",verb,1,C1,per-def,C1,C1,match,,exact-norm
171,manipulate,verb,2,,"[formal] to control, use or change sth with skill",verb,2,C1,per-def,C1,C1,match,,exact-norm
171,manipulate,verb,3,,[specialist] to move a person’s bones or joints into the correct position,verb,3,C1,oxford-badge,C1,C1,match,,exact-norm
172,burnout,noun,1,,"the state of being extremely tired or ill, either physically or mentally, because you have worked too hard",noun,1,C2,per-def,,UNCLASSIFIED,mismatch,"cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",exact-norm
173,superficially,verb,1,,"in a way that appears to be true, real or important until you look at it more carefully",adverb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
173,superficially,verb,2,,not carefully or completely; in a way that only considers what is obvious,adverb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
173,superficially,verb,3,,not seriously or to a great degree; in a way that only affects the surface,adverb,3,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
174,spectacle,noun,1,,"[formal, informal] two lenses in a frame that rests on the nose and ears. People wear spectacles in order to be able to see better or to protect their eyes from bright light.",noun,1,C1,per-def,C1,C1,match,,exact-norm
174,spectacle,noun,2,,a performance or an event that is very impressive and exciting to look at,noun,2,C1,per-def,C1,C1,match,,exact-norm
174,spectacle,noun,3,,a sight or view that is very impressive to look at,noun,3,C1,per-def,C1,C1,match,,exact-norm
175,profound,adjective,1,,very great; felt or experienced very strongly,adjective,1,C1,per-def,C1,C1,match,,exact-norm
175,profound,adjective,2,,showing great knowledge or understanding,adjective,2,C1,per-def,C1,C1,match,,exact-norm
175,profound,adjective,3,,needing a lot of study or thought,adjective,3,C1,per-def,C1,C1,match,,exact-norm
176,validate,verb,1,,[formal] to prove that sth is true,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
176,validate,verb,2,,[formal] to state officially that sth is useful and of an acceptable standard,verb,3,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
176,validate,verb,3,,[formal] to recognize the value of a person or their feelings or opinions; to make sb feel valued,verb,4,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
177,mirror,noun,1,,sth that represents or shows what sth else is like.,noun,2,A2,oxford-badge,A2,A2,match,,fuzzy-jaccard=0.78
178,discipline,noun,1,,the practice of training people to obey rules and orders and punishing them if they do not; the controlled behaviour or situation that is the result of this training,noun,1,B2,per-def,B2,B2,match,,exact-norm
178,discipline,noun,2,,a method of training your mind or body or of controlling your behaviour; an area of activity where this is necessary,noun,2,B2,oxford-badge,B2,B2,match,,exact-norm
178,discipline,noun,3,,"the ability to control your behaviour or the way you live, work, etc.",noun,3,B2,oxford-badge,B2,B2,match,,exact-norm
179,self-preservation,noun,1,,the fact of protecting yourself in a dangerous or difficult situation,noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
180,intimacy,noun,1,,the state of having a close personal relationship with sb,noun,1,C2,per-def,,UNCLASSIFIED,mismatch,"cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",exact-norm
181,congruence,noun,1,,[formal] agreement with sth; the state of being similar to sth and not in conflict with it,noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
182,curated,adjective,1,,"an assistant to a vicar (= a priest, who is in charge of the church or churches in a particular area)",,,,,,UNCLASSIFIED,mismatch,word-not-in-source,none
182,curated,adjective,2,,sth that has some good parts and some bad ones,,,,,,UNCLASSIFIED,mismatch,word-not-in-source,none
183,distorted,adjective,1,,pulled out of shape so that it looks strange; made to sound strange,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
183,distorted,adjective,2,,presented in a way that changes them so that they are no longer correct or true,adjective,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
184,currency,noun,1,,"the state of being commonly known or accepted, or of being used in many places (metaphorical usage here implying value).",,,,,B1,B1,mismatch,sense-text-not-in-source,none
185,cram,verb,1,,to push or force sb/sth into a small space; to move into a small space with the result that it is full,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
185,cram,verb,2,,"to learn a lot of things in a short time, in preparation for an exam",verb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
186,neglect,noun|verb,1,,the fact of not giving enough care or attention to sth/sb; the state of not receiving enough care or attention,noun,1,C1,oxford-badge,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
187,circulatory,adjective,1,,relating to the movement of blood around the body,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
188,restructuring,noun,1,,an act of organizing sth such as a system or a company in a new and different way,noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
189,phenomenon,noun,1,,"a fact or an event in nature or society, especially one that is not fully understood",noun,1,B2,per-def,B2,B2,match,,exact-norm
190,fleeting,adjective,1,,lasting only a short time,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
191,durable,adjective,1,,likely to last for a long time without breaking or getting weaker,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
192,declarative,adjective,1,,in the form of a simple statement,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
193,procedural,adjective,1,,[formal] involving or following a formal procedure,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
194,transcribe,verb,1,,"to record thoughts, speech or data in a written form, or in a different written form from the original",verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
194,transcribe,verb,2,,[specialist] to show the sounds of speech using a special phonetic alphabet,verb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
194,transcribe,verb,3,,to write a piece of music in a different form so that it can be played by a different musical instrument or sung by a different voice,verb,3,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
